cust_id,call_date,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
cust_014551,2019-01-24,34,entrepreneur,married,tertiary,no,-508,yes,no,cellular,2,feb,1,-1,0,unknown,no
cust_014553,2018-12-25,29,unemployed,single,secondary,no,875,no,no,cellular,2,feb,1,-1,0,unknown,no
cust_014554,2019-03-09,26,student,single,tertiary,no,376,no,no,telephone,2,feb,2,-1,0,unknown,no
cust_014555,2019-01-14,34,blue_collar,married,primary,no,1873,yes,no,cellular,2,feb,1,-1,0,unknown,no
cust_014556,2018-06-16,29,technician,single,secondary,no,120,no,no,cellular,2,feb,3,-1,0,unknown,no
cust_014557,2018-12-17,26,management,single,tertiary,no,761,no,no,cellular,2,feb,1,-1,0,unknown,no
cust_014558,2019-04-16,33,technician,single,secondary,no,1327,yes,no,cellular,2,feb,7,-1,0,unknown,no
cust_014559,2018-06-08,30,admin,single,tertiary,no,267,no,no,cellular,2,feb,1,-1,0,unknown,no
cust_014560,2018-10-22,42,self_employed,single,secondary,no,924,no,no,cellular,2,feb,1,-1,0,unknown,no
cust_014562,2018-12-20,41,management,married,primary,no,243,yes,no,cellular,2,feb,1,-1,0,unknown,no
cust_014563,2018-11-09,34,technician,married,primary,no,1301,no,no,cellular,2,feb,1,-1,0,unknown,no
cust_014565,2018-08-31,29,management,married,tertiary,no,-45,no,no,cellular,2,feb,1,-1,0,unknown,no
cust_014567,2018-11-25,34,management,married,tertiary,no,926,no,yes,cellular,2,feb,2,-1,0,unknown,no
cust_014568,2018-12-19,38,services,married,secondary,no,8876,no,no,cellular,2,feb,1,75,1,failure,no
cust_014570,2018-09-06,26,management,single,tertiary,no,0,no,yes,cellular,2,feb,1,199,1,failure,no
cust_014571,2018-06-17,39,technician,married,tertiary,no,794,no,no,telephone,2,feb,1,-1,0,unknown,no
cust_014572,2018-05-20,27,management,single,tertiary,yes,1414,yes,no,cellular,2,feb,1,-1,0,unknown,no
cust_014573,2018-10-30,35,admin,married,secondary,no,643,yes,no,cellular,2,feb,2,-1,0,unknown,no
cust_014574,2018-11-12,41,management,single,tertiary,no,-24,yes,no,cellular,2,feb,1,-1,0,unknown,no
cust_014575,2019-03-16,44,unemployed,single,tertiary,no,7822,yes,no,telephone,2,feb,1,-1,0,unknown,no
cust_014576,2018-12-14,59,blue_collar,married,primary,no,0,no,no,cellular,2,feb,1,-1,0,unknown,no
cust_014577,2018-07-30,37,management,married,secondary,no,10,no,yes,cellular,2,feb,1,250,2,failure,no
cust_014579,2018-07-09,40,blue_collar,married,primary,no,418,no,no,cellular,2,feb,2,-1,0,unknown,no
cust_014580,2019-03-09,36,services,married,secondary,no,145,yes,no,cellular,2,feb,1,252,2,other,no
cust_014581,2018-05-27,41,blue_collar,divorced,secondary,no,-224,yes,no,cellular,2,feb,2,-1,0,unknown,no
cust_014582,2019-02-07,36,management,married,tertiary,no,853,yes,yes,cellular,2,feb,1,-1,0,unknown,no
cust_014583,2019-01-04,54,unemployed,divorced,secondary,no,6745,no,no,cellular,2,feb,1,-1,0,unknown,no
cust_014584,2019-02-23,38,self_employed,married,secondary,no,290,yes,no,cellular,2,feb,1,258,1,failure,no
cust_014585,2019-04-16,46,housemaid,married,primary,no,0,no,no,telephone,2,feb,1,-1,0,unknown,no
cust_014586,2018-05-24,38,management,married,tertiary,no,661,yes,no,cellular,2,feb,1,-1,0,unknown,no
cust_014588,2018-08-19,33,management,single,tertiary,no,474,yes,no,cellular,2,feb,1,179,3,failure,no
cust_014589,2018-12-25,36,admin,married,secondary,no,131,yes,no,cellular,2,feb,1,-1,0,unknown,no
cust_014591,2018-06-14,46,blue_collar,divorced,primary,no,216,no,no,cellular,2,feb,1,-1,0,unknown,no
cust_014592,2019-01-27,38,technician,married,secondary,no,201,yes,no,cellular,2,feb,1,-1,0,unknown,no
cust_014593,2018-05-14,36,unemployed,divorced,secondary,no,1366,no,yes,cellular,2,feb,1,-1,0,unknown,no
cust_014594,2018-09-19,59,blue_collar,married,secondary,no,410,yes,no,cellular,2,feb,1,-1,0,unknown,no
cust_014595,2019-04-03,30,management,single,tertiary,no,45,no,no,telephone,2,feb,2,-1,0,unknown,no
cust_014596,2019-03-23,31,technician,single,secondary,no,775,no,no,cellular,2,feb,1,-1,0,unknown,no
cust_014598,2018-11-18,35,services,married,secondary,no,-50,no,no,cellular,2,feb,1,-1,0,unknown,no
cust_014599,2019-01-03,29,admin,single,secondary,no,1027,yes,no,cellular,2,feb,1,-1,0,unknown,yes
cust_014600,2019-04-09,55,self_employed,divorced,secondary,no,1530,no,no,cellular,2,feb,1,216,1,other,no
cust_014601,2018-11-13,34,admin,married,secondary,no,50,yes,no,cellular,2,feb,1,258,2,failure,no
cust_014602,2018-10-19,31,services,single,secondary,no,125,no,no,cellular,2,feb,1,-1,0,unknown,no
cust_014603,2018-05-26,32,management,single,tertiary,no,207,yes,no,cellular,2,feb,1,-1,0,unknown,no
cust_014604,2018-06-24,32,admin,married,secondary,no,56,yes,no,cellular,2,feb,1,258,1,other,no
cust_014605,2018-12-15,37,blue_collar,married,secondary,no,-67,no,no,cellular,2,feb,1,-1,0,unknown,no
cust_014606,2019-02-05,36,admin,married,secondary,no,0,yes,no,cellular,2,feb,2,252,1,other,no
cust_014607,2018-05-18,41,housemaid,married,primary,no,1332,no,no,telephone,2,feb,3,-1,0,unknown,no
cust_014608,2018-11-24,42,blue_collar,married,primary,no,1455,yes,no,cellular,2,feb,2,269,2,other,no
cust_014609,2018-05-31,40,services,married,secondary,no,683,yes,no,cellular,2,feb,2,-1,0,unknown,no
cust_014611,2019-02-20,52,unemployed,married,primary,no,3175,no,no,cellular,2,feb,1,-1,0,unknown,no
cust_014614,2018-11-23,36,management,married,tertiary,no,82,no,no,cellular,2,feb,1,178,4,success,no
cust_014615,2019-02-09,57,admin,married,secondary,no,11,no,no,cellular,2,feb,1,265,3,failure,no
cust_014617,2019-04-12,37,management,married,primary,no,1404,yes,no,cellular,2,feb,1,-1,0,unknown,no
cust_014618,2018-08-29,49,admin,married,secondary,no,359,yes,no,cellular,2,feb,2,271,1,failure,no
cust_014625,2019-02-09,44,management,married,secondary,no,991,no,no,cellular,2,feb,1,-1,0,unknown,no
cust_014626,2019-03-24,48,admin,single,secondary,no,303,yes,yes,cellular,2,feb,1,189,4,failure,no
cust_014628,2018-12-06,28,management,single,tertiary,no,224,yes,no,cellular,2,feb,3,-1,0,unknown,no
cust_014629,2018-11-07,31,technician,single,tertiary,no,1625,no,no,cellular,2,feb,1,-1,0,unknown,no
cust_014630,2018-12-28,33,management,single,tertiary,no,1021,no,no,cellular,2,feb,1,-1,0,unknown,no
cust_014633,2018-09-18,31,admin,single,secondary,no,338,no,no,cellular,2,feb,2,-1,0,unknown,no
cust_014637,2019-02-06,33,management,single,tertiary,no,5437,no,no,cellular,2,feb,1,-1,0,unknown,no
cust_014638,2018-06-24,33,admin,married,secondary,no,3519,no,no,cellular,2,feb,1,-1,0,unknown,no
cust_014640,2019-02-11,43,management,married,tertiary,no,0,no,no,cellular,2,feb,2,-1,0,unknown,no
cust_014641,2019-03-23,34,blue_collar,married,secondary,no,7,yes,yes,cellular,2,feb,2,193,2,other,no
cust_014642,2018-08-24,43,technician,single,secondary,no,257,yes,no,cellular,2,feb,2,-1,0,unknown,no
cust_014643,2018-12-16,53,admin,divorced,secondary,no,372,no,yes,cellular,2,feb,2,-1,0,unknown,no
cust_014644,2019-03-16,59,management,married,tertiary,no,3401,no,no,cellular,2,feb,1,-1,0,unknown,no
cust_014645,2019-01-18,46,management,married,tertiary,no,5261,no,no,cellular,2,feb,1,-1,0,unknown,no
cust_014646,2018-10-26,35,services,divorced,secondary,no,6,no,no,cellular,2,feb,1,-1,0,unknown,no
cust_014647,2019-02-09,26,student,single,secondary,no,2469,no,no,cellular,2,feb,1,-1,0,unknown,no
cust_014648,2019-02-26,49,self_employed,married,tertiary,no,147,no,yes,cellular,2,feb,1,189,4,failure,no
cust_014649,2018-10-20,40,management,married,tertiary,no,0,yes,no,cellular,2,feb,1,-1,0,unknown,no
cust_014650,2019-05-04,53,technician,single,tertiary,no,-167,yes,yes,cellular,2,feb,1,-1,0,unknown,no
cust_014651,2019-01-21,36,unemployed,married,secondary,no,608,yes,no,cellular,2,feb,1,263,3,other,no
cust_014652,2018-06-14,32,management,married,tertiary,no,141,no,no,cellular,2,feb,2,-1,0,unknown,no
cust_014653,2018-05-17,42,management,married,secondary,no,0,yes,yes,cellular,2,feb,1,-1,0,unknown,no
cust_014654,2018-06-26,31,management,single,tertiary,no,630,no,no,cellular,2,feb,2,-1,0,unknown,no
cust_014655,2018-11-17,28,student,single,secondary,no,689,no,no,cellular,2,feb,1,-1,0,unknown,no
cust_014656,2019-02-08,35,services,married,secondary,no,630,yes,no,cellular,2,feb,1,271,2,failure,no
cust_014659,2018-09-26,57,admin,married,secondary,no,567,yes,no,cellular,2,feb,2,265,3,other,no
cust_014660,2018-12-22,33,entrepreneur,married,tertiary,no,606,yes,no,cellular,2,feb,1,-1,0,unknown,no
cust_014661,2018-07-20,58,retired,married,secondary,no,1227,no,no,cellular,2,feb,1,-1,0,unknown,no
cust_014663,2018-07-20,41,management,married,secondary,no,0,yes,no,cellular,2,feb,2,264,1,other,no
cust_014665,2018-12-30,43,blue_collar,married,secondary,no,1109,yes,no,cellular,2,feb,3,264,2,failure,no
cust_014666,2018-08-24,60,blue_collar,married,secondary,no,272,no,no,cellular,2,feb,1,-1,0,unknown,no
cust_014667,2019-03-15,33,management,married,tertiary,no,73,yes,no,cellular,2,feb,1,-1,0,unknown,no
cust_014669,2019-02-15,45,unemployed,married,primary,no,0,yes,no,cellular,2,feb,2,-1,0,unknown,no
cust_014670,2018-10-21,38,admin,divorced,secondary,no,485,yes,no,cellular,2,feb,1,-1,0,unknown,no
cust_014671,2019-02-08,29,management,single,tertiary,no,642,no,no,cellular,2,feb,3,-1,0,unknown,no
cust_014672,2019-02-14,32,blue_collar,single,secondary,no,2142,no,no,cellular,2,feb,1,-1,0,unknown,no
cust_014673,2019-01-06,41,services,divorced,secondary,no,840,yes,no,cellular,2,feb,1,-1,0,unknown,yes
cust_014674,2018-10-27,27,blue_collar,married,primary,no,0,no,no,telephone,2,feb,1,-1,0,unknown,no
cust_014675,2018-07-30,29,blue_collar,married,secondary,no,1074,no,no,cellular,2,feb,1,-1,0,unknown,no
cust_014676,2018-10-24,48,blue_collar,divorced,secondary,yes,-535,yes,no,cellular,2,feb,2,187,2,failure,no
cust_014677,2018-12-20,58,management,divorced,tertiary,no,5701,no,no,cellular,2,feb,1,-1,0,unknown,yes
cust_014678,2018-10-20,27,admin,single,tertiary,no,43,no,no,cellular,2,feb,3,-1,0,unknown,no
cust_014681,2018-09-03,31,unemployed,single,primary,no,1,no,no,cellular,2,feb,6,-1,0,unknown,no
cust_014682,2018-12-12,52,services,married,secondary,no,416,yes,no,cellular,2,feb,2,-1,0,unknown,no
cust_014683,2019-01-20,43,blue_collar,married,secondary,no,597,yes,no,cellular,2,feb,1,263,1,failure,no
cust_014684,2018-08-05,38,technician,single,secondary,no,103,yes,no,cellular,2,feb,1,187,3,failure,no
cust_014685,2019-01-20,31,services,divorced,secondary,no,139,no,no,cellular,2,feb,1,-1,0,unknown,no
cust_014686,2018-12-23,31,management,single,secondary,no,783,yes,no,cellular,2,feb,2,272,1,failure,no
cust_014687,2018-08-13,53,technician,married,secondary,no,4930,no,yes,cellular,2,feb,2,-1,0,unknown,no
cust_014688,2018-05-15,32,management,single,secondary,no,453,yes,no,cellular,2,feb,1,269,2,failure,no
cust_014689,2019-01-24,37,technician,married,secondary,no,494,yes,no,cellular,2,feb,2,269,3,failure,no
cust_014690,2018-05-22,60,services,married,secondary,no,292,no,yes,cellular,2,feb,5,195,4,failure,no
cust_014691,2018-06-24,61,management,married,tertiary,no,6016,no,no,cellular,2,feb,3,-1,0,unknown,yes
cust_014692,2018-09-12,30,technician,single,secondary,no,57,no,no,cellular,2,feb,2,-1,0,unknown,no
cust_014694,2018-07-10,26,blue_collar,single,secondary,no,494,no,no,cellular,2,feb,1,-1,0,unknown,no
cust_014695,2019-04-28,38,management,married,tertiary,no,1187,yes,yes,cellular,2,feb,1,-1,0,unknown,no
cust_014696,2018-11-19,29,blue_collar,married,secondary,no,321,yes,yes,cellular,2,feb,2,-1,0,unknown,no
cust_014697,2018-06-17,36,management,married,tertiary,no,630,no,no,cellular,2,feb,1,-1,0,unknown,yes
cust_014698,2019-04-16,42,unemployed,single,secondary,no,1523,yes,no,cellular,2,feb,1,-1,0,unknown,no
cust_014700,2019-01-05,37,management,single,tertiary,no,230,yes,yes,cellular,2,feb,2,272,1,failure,no
cust_014701,2019-02-26,45,admin,married,secondary,no,1214,yes,no,cellular,2,feb,2,189,2,failure,no
cust_014702,2019-02-10,26,services,single,secondary,no,37,no,yes,cellular,2,feb,5,-1,0,unknown,no
cust_014703,2019-02-22,35,technician,married,tertiary,no,1526,yes,no,cellular,2,feb,2,217,4,failure,no
cust_014704,2018-08-27,33,admin,married,secondary,no,482,yes,no,cellular,2,feb,1,-1,0,unknown,no
cust_014705,2019-02-05,31,management,married,tertiary,no,4015,yes,no,cellular,2,feb,2,241,3,other,no
cust_014706,2018-05-10,31,management,single,tertiary,no,1017,no,no,cellular,2,feb,1,-1,0,unknown,no
cust_014709,2019-03-03,56,entrepreneur,married,secondary,no,5838,no,no,cellular,2,feb,2,230,2,failure,no
cust_014710,2019-02-08,35,admin,married,tertiary,no,1145,yes,no,cellular,2,feb,2,-1,0,unknown,no
cust_014713,2018-09-29,46,management,divorced,tertiary,no,665,yes,no,cellular,2,feb,2,207,1,other,no
cust_014714,2019-01-25,31,technician,married,secondary,no,671,no,no,cellular,2,feb,2,175,2,failure,no
cust_014715,2018-12-02,30,self_employed,single,tertiary,no,432,yes,no,cellular,2,feb,1,-1,0,unknown,yes
cust_014716,2018-09-02,57,technician,married,secondary,no,589,yes,no,cellular,2,feb,1,76,4,failure,no
cust_014717,2019-01-14,32,admin,single,secondary,no,613,yes,no,cellular,2,feb,1,-1,0,unknown,no
cust_014718,2018-07-26,54,management,divorced,tertiary,no,2037,no,no,cellular,2,feb,1,-1,0,unknown,no
cust_014719,2018-09-20,55,retired,married,secondary,no,-185,no,yes,telephone,2,feb,2,-1,0,unknown,no
cust_014720,2018-07-01,67,retired,married,tertiary,no,2841,no,no,cellular,2,feb,1,-1,0,unknown,no
cust_014721,2019-02-20,53,management,married,tertiary,no,1759,no,no,cellular,2,feb,3,-1,0,unknown,no
cust_014723,2018-10-29,26,self_employed,single,tertiary,no,458,yes,yes,cellular,2,feb,7,-1,0,unknown,no
cust_014724,2018-09-25,37,technician,single,tertiary,no,-1,yes,no,cellular,2,feb,2,200,7,other,no
cust_014725,2019-02-02,38,admin,single,secondary,no,569,yes,yes,cellular,2,feb,2,272,2,failure,no
cust_014726,2019-04-14,28,management,single,tertiary,no,233,no,no,telephone,2,feb,2,-1,0,unknown,no
cust_014727,2018-12-31,41,management,single,tertiary,no,601,yes,yes,cellular,2,feb,2,-1,0,unknown,no
cust_014728,2018-12-04,49,unemployed,married,primary,no,157,yes,no,cellular,2,feb,2,-1,0,unknown,no
cust_014729,2019-01-12,40,entrepreneur,divorced,secondary,no,1247,yes,no,cellular,2,feb,2,-1,0,unknown,no
cust_014731,2018-09-29,34,technician,married,secondary,no,4,yes,no,cellular,2,feb,2,263,1,failure,no
cust_014734,2018-05-29,53,technician,married,secondary,no,598,no,no,cellular,2,feb,3,264,2,failure,no
cust_014736,2018-05-19,55,unemployed,married,secondary,no,1339,no,no,cellular,2,feb,2,-1,0,unknown,no
cust_014737,2018-11-27,49,blue_collar,married,primary,no,4,yes,yes,cellular,2,feb,2,-1,0,unknown,no
cust_014738,2019-02-22,47,technician,married,secondary,no,1167,yes,no,cellular,2,feb,3,73,2,success,no
cust_014739,2019-01-26,57,retired,married,secondary,no,485,no,no,cellular,2,feb,2,187,2,failure,no
cust_014740,2018-10-05,39,blue_collar,married,primary,no,541,yes,no,cellular,2,feb,2,258,1,other,no
cust_014741,2018-11-16,35,blue_collar,married,primary,no,526,yes,no,cellular,2,feb,2,-1,0,unknown,no
cust_014742,2019-04-07,29,management,married,secondary,no,-420,yes,no,cellular,2,feb,3,-1,0,unknown,no
cust_014743,2018-07-12,32,management,single,tertiary,no,739,yes,no,cellular,2,feb,2,-1,0,unknown,no
cust_014744,2018-11-18,31,management,divorced,tertiary,no,0,no,no,cellular,2,feb,2,-1,0,unknown,no
cust_014745,2019-01-17,21,student,single,secondary,no,948,no,no,telephone,2,feb,2,-1,0,unknown,no
cust_014746,2018-10-28,46,blue_collar,married,primary,no,977,no,yes,telephone,2,feb,3,-1,0,unknown,yes
cust_014747,2018-10-10,28,technician,single,tertiary,no,172,yes,yes,cellular,2,feb,2,-1,0,unknown,no
cust_014748,2018-09-25,41,blue_collar,divorced,primary,no,320,yes,no,cellular,2,feb,2,252,1,failure,no
cust_014749,2018-08-05,52,admin,married,secondary,no,2851,no,yes,telephone,2,feb,1,-1,0,unknown,no
cust_014750,2019-01-03,28,management,single,tertiary,no,-328,yes,no,telephone,2,feb,2,-1,0,unknown,no
cust_014751,2018-08-08,43,management,married,primary,no,73,no,no,cellular,2,feb,2,-1,0,unknown,no
cust_014752,2018-08-13,45,admin,divorced,secondary,no,479,no,no,cellular,2,feb,2,-1,0,unknown,no
cust_014753,2018-11-15,36,admin,married,secondary,no,304,yes,no,cellular,2,feb,3,-1,0,unknown,no
cust_014754,2018-10-10,45,admin,married,secondary,yes,1,no,no,telephone,2,feb,2,207,1,other,no
cust_014755,2018-12-10,51,technician,married,secondary,no,100,no,no,cellular,2,feb,2,-1,0,unknown,yes
cust_014756,2019-01-04,40,blue_collar,married,secondary,yes,231,yes,no,cellular,2,feb,3,-1,0,unknown,no
cust_014757,2019-03-20,28,admin,married,secondary,no,629,no,no,cellular,2,feb,4,-1,0,unknown,no
cust_014758,2019-04-14,38,technician,married,secondary,no,581,yes,no,cellular,2,feb,2,272,1,failure,no
cust_014759,2018-09-04,30,services,single,secondary,no,3485,no,no,cellular,2,feb,2,-1,0,unknown,no
cust_014760,2018-10-21,34,unemployed,single,secondary,no,847,no,no,cellular,2,feb,2,-1,0,unknown,no
cust_014761,2018-10-04,32,technician,single,tertiary,no,1534,no,no,cellular,2,feb,2,-1,0,unknown,no
cust_014762,2019-02-03,47,entrepreneur,divorced,secondary,no,186,no,no,cellular,2,feb,2,-1,0,unknown,no
cust_014763,2019-02-22,37,self_employed,divorced,secondary,no,1082,no,no,cellular,2,feb,3,5,5,other,no
cust_014764,2018-09-23,46,blue_collar,married,secondary,no,-221,yes,yes,cellular,2,feb,2,244,1,failure,no
cust_014765,2019-05-03,55,blue_collar,married,primary,no,145,no,no,telephone,2,feb,3,5,2,other,no
cust_014766,2019-05-05,53,blue_collar,divorced,primary,no,-1,yes,no,cellular,2,feb,3,5,1,other,no
cust_014767,2018-12-17,29,technician,divorced,secondary,no,-95,yes,no,cellular,2,feb,7,228,1,other,no
cust_014768,2018-12-08,51,blue_collar,married,primary,no,2095,yes,yes,cellular,2,feb,4,-1,0,unknown,no
cust_014769,2018-11-10,27,student,single,tertiary,no,24,yes,no,cellular,2,feb,2,-1,0,unknown,no
cust_014770,2018-06-21,49,management,married,secondary,no,466,no,no,cellular,2,feb,3,-1,0,unknown,no
cust_014771,2018-09-18,33,services,married,secondary,no,317,yes,no,cellular,2,feb,4,201,1,other,no
cust_014772,2018-09-29,29,student,single,tertiary,no,1679,no,no,cellular,2,feb,2,-1,0,unknown,no
cust_014773,2018-07-28,50,technician,divorced,secondary,no,8,no,no,cellular,2,feb,2,5,1,other,no
cust_014774,2019-04-26,31,management,married,tertiary,no,40,no,no,cellular,2,feb,2,-1,0,unknown,no
cust_014775,2018-12-17,44,technician,divorced,tertiary,no,245,yes,no,cellular,2,feb,2,-1,0,unknown,no
cust_014776,2018-05-15,46,technician,married,secondary,no,317,yes,yes,cellular,2,feb,7,250,1,failure,no
cust_014777,2018-06-16,37,technician,married,tertiary,no,0,yes,no,cellular,2,feb,2,-1,0,unknown,no
cust_014778,2019-05-05,48,management,married,tertiary,no,7289,yes,no,cellular,2,feb,3,-1,0,unknown,no
cust_014779,2019-04-09,65,retired,married,tertiary,no,1948,no,no,cellular,2,feb,2,-1,0,unknown,no
cust_014780,2018-11-28,36,admin,married,secondary,no,606,yes,no,cellular,2,feb,2,-1,0,unknown,no
cust_014781,2018-09-27,35,admin,married,secondary,no,287,yes,no,cellular,2,feb,3,245,8,failure,no
cust_014782,2019-05-05,58,retired,divorced,secondary,no,8266,yes,no,cellular,2,feb,2,271,1,failure,no
cust_014783,2019-05-05,46,technician,married,secondary,no,1028,yes,no,cellular,2,feb,2,208,1,failure,no
cust_014784,2018-08-28,55,admin,single,secondary,yes,986,no,yes,cellular,2,feb,3,-1,0,unknown,no
cust_014785,2018-12-27,28,unemployed,married,primary,no,7459,yes,no,cellular,2,feb,5,269,2,failure,yes
cust_014786,2019-02-07,40,technician,divorced,secondary,no,93,no,no,cellular,2,feb,2,-1,0,unknown,no
cust_014787,2019-02-06,35,management,married,tertiary,no,194,no,no,cellular,2,feb,2,-1,0,unknown,no
cust_014788,2019-01-11,37,admin,married,secondary,no,2254,no,no,telephone,2,feb,2,-1,0,unknown,no
cust_014789,2018-11-07,59,entrepreneur,divorced,secondary,no,0,no,yes,cellular,2,feb,2,-1,0,unknown,no
cust_014790,2018-07-19,50,technician,divorced,secondary,no,0,no,no,cellular,2,feb,2,-1,0,unknown,no
cust_014791,2018-10-23,65,retired,married,primary,no,1343,no,no,telephone,2,feb,2,-1,0,unknown,no
cust_014792,2018-08-09,55,blue_collar,married,secondary,no,754,no,no,cellular,2,feb,3,-1,0,unknown,no
cust_014793,2018-12-18,49,technician,married,secondary,no,1811,yes,yes,cellular,2,feb,2,245,1,other,no
cust_014795,2018-09-11,52,services,married,secondary,no,820,yes,no,cellular,2,feb,2,-1,0,unknown,no
cust_014796,2018-12-29,35,blue_collar,married,primary,no,0,yes,yes,cellular,2,feb,2,271,2,other,no
cust_014798,2018-11-08,39,technician,single,tertiary,no,5803,no,no,cellular,2,feb,3,-1,0,unknown,no
cust_014799,2018-10-04,29,management,single,tertiary,no,2439,no,no,cellular,2,feb,2,-1,0,unknown,no
cust_014800,2019-01-11,37,management,married,tertiary,no,751,yes,no,cellular,2,feb,4,-1,0,unknown,no
cust_014801,2018-12-02,37,technician,married,secondary,no,318,no,no,cellular,2,feb,1,187,2,failure,no
cust_014803,2018-06-29,31,management,single,tertiary,no,3295,no,no,cellular,2,feb,2,-1,0,unknown,no
cust_014804,2019-01-14,37,management,married,tertiary,no,4089,yes,no,cellular,2,feb,2,174,4,other,yes
cust_014805,2018-08-24,37,blue_collar,married,primary,no,643,yes,yes,cellular,2,feb,3,269,3,other,no
cust_014806,2019-04-08,42,blue_collar,married,primary,no,718,no,no,cellular,2,feb,2,-1,0,unknown,no
cust_014807,2018-08-06,45,technician,married,secondary,no,0,yes,yes,telephone,2,feb,2,208,1,failure,no
cust_014809,2018-11-19,35,technician,married,tertiary,no,633,yes,yes,cellular,2,feb,3,5,3,other,no
cust_014810,2019-01-26,31,services,single,tertiary,no,620,no,no,cellular,2,feb,1,-1,0,unknown,no
cust_014812,2018-12-01,42,services,married,primary,no,124,yes,no,cellular,2,feb,2,262,2,failure,no
cust_014813,2018-12-05,29,technician,single,secondary,no,286,no,no,telephone,2,feb,2,-1,0,unknown,no
cust_014814,2018-11-30,33,services,divorced,secondary,no,69,yes,no,cellular,2,feb,2,-1,0,unknown,no
cust_014816,2018-07-03,36,management,married,tertiary,no,806,yes,no,cellular,3,feb,2,259,1,failure,no
cust_014817,2018-09-04,34,admin,divorced,secondary,no,66,no,no,cellular,3,feb,6,-1,0,unknown,no
cust_014818,2019-01-04,54,technician,divorced,secondary,no,0,yes,yes,cellular,3,feb,2,203,5,failure,no
cust_014819,2018-09-02,49,management,divorced,tertiary,no,4961,yes,no,cellular,3,feb,2,231,1,failure,no
cust_014820,2018-07-01,36,services,single,secondary,no,528,no,no,cellular,3,feb,2,-1,0,unknown,no
cust_014822,2018-10-21,33,services,married,secondary,no,312,yes,yes,cellular,3,feb,8,-1,0,unknown,no
cust_014823,2018-12-19,35,management,single,tertiary,no,539,yes,no,cellular,3,feb,2,267,1,other,no
cust_014824,2019-01-09,41,blue_collar,married,secondary,no,0,yes,no,cellular,3,feb,2,-1,0,unknown,no
cust_014825,2018-09-11,26,services,single,tertiary,no,2803,no,no,cellular,3,feb,7,-1,0,unknown,no
cust_014826,2019-02-19,36,services,single,secondary,no,774,yes,no,cellular,3,feb,2,259,1,failure,no
cust_014828,2018-08-24,36,services,single,secondary,no,5315,yes,no,cellular,3,feb,4,-1,0,unknown,no
cust_014829,2018-10-06,60,retired,married,secondary,no,0,no,no,cellular,3,feb,1,-1,0,unknown,no
cust_014830,2019-03-14,59,housemaid,married,primary,no,182,no,no,cellular,3,feb,1,-1,0,unknown,no
cust_014831,2018-07-15,60,services,married,secondary,no,594,yes,no,cellular,3,feb,7,265,5,other,no
cust_014832,2019-01-23,33,management,married,tertiary,no,0,no,no,cellular,3,feb,1,-1,0,unknown,no
cust_014833,2018-05-18,36,blue_collar,married,secondary,no,414,no,no,cellular,3,feb,3,-1,0,unknown,no
cust_014834,2018-10-06,54,blue_collar,married,secondary,no,5372,yes,no,telephone,3,feb,2,-1,0,unknown,no
cust_014835,2018-11-09,25,management,single,tertiary,no,2305,no,no,cellular,3,feb,1,-1,0,unknown,no
cust_014836,2019-03-02,26,management,single,tertiary,no,1720,no,no,cellular,3,feb,1,-1,0,unknown,no
cust_014837,2018-08-19,53,blue_collar,married,secondary,no,6112,no,no,cellular,3,feb,1,-1,0,unknown,yes
cust_014839,2019-05-03,32,self_employed,married,tertiary,no,428,no,yes,cellular,3,feb,2,-1,0,unknown,no
cust_014840,2018-05-22,43,services,single,secondary,no,21,no,no,cellular,3,feb,3,-1,0,unknown,no
cust_014841,2018-11-30,31,admin,single,secondary,no,8626,no,no,cellular,3,feb,1,-1,0,unknown,no
cust_014842,2018-12-23,53,technician,married,secondary,no,5797,yes,no,cellular,3,feb,4,-1,0,unknown,no
cust_014843,2018-09-29,51,services,married,secondary,no,867,yes,no,cellular,3,feb,2,211,3,failure,no
cust_014844,2018-11-19,25,technician,single,secondary,no,582,no,yes,cellular,3,feb,1,-1,0,unknown,no
cust_014845,2019-01-16,36,management,single,tertiary,no,-679,yes,yes,cellular,3,feb,1,-1,0,unknown,no
cust_014846,2019-04-24,40,admin,single,secondary,no,5061,no,yes,cellular,3,feb,2,-1,0,unknown,no
cust_014847,2018-07-24,43,technician,married,secondary,no,308,yes,no,cellular,3,feb,3,264,4,other,no
cust_014849,2019-01-14,48,technician,married,secondary,no,197,no,yes,cellular,3,feb,2,222,3,other,no
cust_014850,2019-02-07,34,services,married,primary,no,285,yes,no,cellular,3,feb,4,-1,0,unknown,no
cust_014851,2018-07-29,32,services,married,secondary,no,414,yes,no,cellular,3,feb,2,272,1,failure,no
cust_014852,2018-06-27,50,housemaid,single,primary,no,1158,yes,no,cellular,3,feb,3,265,3,failure,no
cust_014855,2019-02-21,57,admin,married,secondary,no,169,no,no,cellular,3,feb,1,-1,0,unknown,yes
cust_014856,2019-04-30,46,blue_collar,married,secondary,no,1232,no,yes,cellular,3,feb,3,195,8,other,no
cust_014857,2019-01-23,55,retired,married,tertiary,no,8037,no,no,cellular,3,feb,2,-1,0,unknown,no
cust_014858,2019-05-05,43,services,divorced,secondary,no,553,yes,no,telephone,3,feb,2,-1,0,unknown,no
